Date, LiquidTemp, TempOut, TempIn
1392166748876,62.60,62.24,62.2
1392166808942,62.49,62.24,62.2
1392166868969,62.60,62.24,62.2
1392166929016,62.60,62.24,62.2
1392166989069,62.49,62.24,62.2
1392167109156,62.49,62.24,62.1
1392167289296,62.49,62.24,62.1
1392167469420,62.38,62.06,62.1
1392167589526,62.38,62.06,62.1
1392167649586,62.49,62.06,62.1
1392167709609,62.49,62.06,62.1
1392167769649,62.38,62.06,62.1
1392167889749,62.38,62.06,62.1
1392167949806,62.38,62.06,62.1
1392168069896,62.38,61.88,62.1
1392168129920,62.38,61.88,62.1
1392168189966,62.38,61.88,62.1
1392168310068,62.38,61.88,62.1
1392168370109,62.26,61.88,62.1
1392168430146,62.26,61.88,62.1
1392168550247,62.26,61.88,62.1
1392168730399,62.26,61.88,61.9
1392168910516,62.15,61.88,61.9
1392168970556,62.26,61.88,61.9
1392169030596,62.15,61.88,61.9
1392169150688,62.26,61.88,61.9
1392169210770,62.15,61.88,61.9
1392169270769,62.15,61.88,61.9
1392169390886,62.15,61.88,61.9
1392169450926,62.15,61.70,61.9
1392169510986,62.15,61.70,61.9
1392169571026,62.15,61.70,61.9
1392169631059,62.15,61.70,61.9
1392169691106,62.04,61.70,61.9
1392169751139,62.04,61.70,61.9
1392169811190,62.04,61.70,61.7
1392169871229,62.04,61.70,61.9
1392169931266,62.04,61.70,61.7
1392170141366,62.04,61.70,61.7
1392170441570,62.04,61.70,61.7
1392170591666,62.04,61.70,61.7
1392170741771,61.92,61.70,61.7
1392170891866,61.92,61.70,61.5
1392171342166,61.81,61.52,61.5
1392171642356,61.81,61.34,61.5
1392171792469,61.81,61.52,61.5
1392171942569,61.70,61.34,61.5
1392172092659,61.70,61.34,61.3
1392172242778,61.70,61.34,61.3
1392172392866,61.70,61.34,61.3
1392172542970,61.70,61.34,61.3
1392172843166,61.59,61.34,61.3
1392173143366,61.59,61.34,61.3
1392173293456,61.48,61.16,61.2
1392173443566,61.48,61.16,61.2
1392173743767,61.48,60.98,61.2
1392173893869,61.48,60.98,61.2
1392174194066,61.36,60.98,61.0
1392174344169,61.36,60.98,61.2
1392174494286,61.36,60.98,61.2
1392174644369,61.36,60.98,61.0
1392174794459,61.36,60.98,61.0
1392174944566,61.36,60.98,61.0
1392175094667,61.36,60.98,61.0
1392175244756,61.36,60.98,61.0
1392175394866,61.36,60.98,61.0
1392175544966,61.36,60.98,61.0
1392175695066,61.25,60.98,61.0
1392175995257,61.36,60.98,61.0
1392176145356,61.25,60.98,61.0
1392176445559,61.25,60.98,61.0
1392176595689,61.25,60.98,61.0
1392176745766,61.25,60.98,61.0
1392176895869,61.25,60.80,61.0
1392177045968,61.25,60.98,61.0
1392177496269,61.25,60.80,61.0
1392177646369,61.25,60.80,61.0
1392177796467,61.25,60.98,61.0
1392177946616,61.14,60.80,60.8
1392178096666,61.14,60.80,60.8
1392178246770,61.14,60.80,60.8
1392178396869,61.14,60.80,60.8
1392178546968,61.14,60.80,60.8
1392178847188,61.14,60.80,60.8
1392178997266,61.14,60.80,60.8
1392179147366,61.14,60.80,60.8
1392179297469,61.14,60.80,60.8
1392179447569,61.14,60.80,60.8
1392179597656,61.03,60.80,60.8
1392179747767,61.03,60.80,60.8
1392179897866,61.03,60.80,60.8
1392180047969,61.03,60.80,60.8
1392180198071,61.03,60.80,60.8
1392180348169,61.03,60.80,60.8
1392180498266,61.03,60.80,60.8
1392180648359,61.03,60.80,60.8
1392180798466,60.91,60.80,60.6
1392180948560,61.03,60.80,60.8
1392181098666,61.03,60.80,60.8
1392181248766,61.03,60.62,60.6
1392181398859,60.91,60.80,60.6
1392181548966,60.91,60.62,60.6
1392181699067,60.91,60.62,60.6
1392181849191,60.91,60.62,60.6
1392181999266,60.91,60.62,60.6
1392182149366,61.03,60.62,60.6
1392182299466,60.91,60.62,60.6
1392182599656,60.91,60.62,60.6
1392182899859,60.91,60.62,60.6
1392183049956,61.03,60.62,60.8
1392183200056,61.25,60.44,61.2
1392183350169,61.48,60.80,61.7
